-0.05899034060122136,-1.0334388288461578,-1.6023007137363932,-2.161357439776066,-2.6985571178569416,-3.6494613427018843,-4.690854027860109,-5.1408230365361565,-5.1408230365361565,-5.182215721694382,-5.182215721694382,-5.182215721694382,-5.182215721694382,-5.182215721694382,-5.182215721694382,-5.182215721694382,-5.182215721694382,-5.182215721694382,-5.182215721694382,-5.182215721694382,-5.182215721694382,-5.182215721694382,-5.182215721694382,-5.182215721694382,-5.182215721694382,-5.182215721694382,-5.182215721694382,-5.182215721694382,-5.182215721694382,-5.182215721694382,-5.182215721694382,-5.182215721694382,-5.182215721694382,-5.182215721694382,-5.182215721694382,-5.182215721694382,-5.182215721694382,-5.182215721694382,-5.182215721694382,-5.182215721694382,-5.182215721694382,-5.182215721694382,-5.182215721694382,-5.182215721694382,-5.182215721694382,-5.182215721694382,-5.182215721694382,-5.182215721694382,-5.182215721694382,-5.182215721694382,-5.182215721694382
-1.1521501225414315,-0.0523688476452048,-1.4324282230993728,-2.2996007161021876,-2.9869619530068245,-4.005808729894987,-4.979323439756233,-5.626888351424374,-5.917934126181755,-5.959326811339979,-5.959326811339979,-5.959326811339979,-5.959326811339979,-5.959326811339979,-5.959326811339979,-5.959326811339979,-5.959326811339979,-5.959326811339979,-5.959326811339979,-5.959326811339979,-5.959326811339979,-5.959326811339979,-5.959326811339979,-5.959326811339979,-5.959326811339979,-5.959326811339979,-5.959326811339979,-5.959326811339979,-5.959326811339979,-5.959326811339979,-5.959326811339979,-5.959326811339979,-5.959326811339979,-5.959326811339979,-5.959326811339979,-5.959326811339979,-5.959326811339979,-5.959326811339979,-5.959326811339979,-5.959326811339979,-5.959326811339979,-5.959326811339979,-5.959326811339979,-5.959326811339979,-5.959326811339979,-5.959326811339979,-5.959326811339979,-5.959326811339979,-5.959326811339979,-5.959326811339979,-5.959326811339979
-1.2540569448577439,-0.7713195472925423,-0.1279752052085479,-1.5679137743257825,-2.5535279394625983,-3.775648691991261,-4.765307858653042,-5.247568753025116,-5.352304103545129,-5.393696788703354,-5.393696788703354,-5.393696788703354,-5.393696788703354,-5.393696788703354,-5.393696788703354,-5.393696788703354,-5.393696788703354,-5.393696788703354,-5.393696788703354,-5.393696788703354,-5.393696788703354,-5.393696788703354,-5.393696788703354,-5.393696788703354,-5.393696788703354,-5.393696788703354,-5.393696788703354,-5.393696788703354,-5.393696788703354,-5.393696788703354,-5.393696788703354,-5.393696788703354,-5.393696788703354,-5.393696788703354,-5.393696788703354,-5.393696788703354,-5.393696788703354,-5.393696788703354,-5.393696788703354,-5.393696788703354,-5.393696788703354,-5.393696788703354,-5.393696788703354,-5.393696788703354,-5.393696788703354,-5.393696788703354,-5.393696788703354,-5.393696788703354,-5.393696788703354,-5.393696788703354,-5.393696788703354
-1.2168924778854426,-0.8899052052667835,-0.6830633766301311,-0.2443629889616825,-1.5099557837044575,-2.8825260332061386,-4.114117334415141,-4.559980895404362,-4.6179728423820485,-4.639162141451987,-4.639162141451987,-4.639162141451987,-4.639162141451987,-4.639162141451987,-4.639162141451987,-4.639162141451987,-4.639162141451987,-4.639162141451987,-4.639162141451987,-4.639162141451987,-4.639162141451987,-4.639162141451987,-4.639162141451987,-4.639162141451987,-4.639162141451987,-4.639162141451987,-4.639162141451987,-4.639162141451987,-4.639162141451987,-4.639162141451987,-4.639162141451987,-4.639162141451987,-4.639162141451987,-4.639162141451987,-4.639162141451987,-4.639162141451987,-4.639162141451987,-4.639162141451987,-4.639162141451987,-4.639162141451987,-4.639162141451987,-4.639162141451987,-4.639162141451987,-4.639162141451987,-4.639162141451987,-4.639162141451987,-4.639162141451987,-4.639162141451987,-4.639162141451987,-4.639162141451987,-4.639162141451987
-1.2173298133673074,-0.8757215621919419,-1.0521557084981514,-0.6381568957570052,-0.33948660313213325,-1.6275449636858494,-2.925551410953315,-3.6659141004475586,-3.9234784023304496,-3.9446677014003875,-3.9446677014003875,-3.9446677014003875,-3.9446677014003875,-3.9446677014003875,-3.9446677014003875,-3.9446677014003875,-3.9446677014003875,-3.9446677014003875,-3.9446677014003875,-3.9446677014003875,-3.9446677014003875,-3.9446677014003875,-3.9446677014003875,-3.9446677014003875,-3.9446677014003875,-3.9446677014003875,-3.9446677014003875,-3.9446677014003875,-3.9446677014003875,-3.9446677014003875,-3.9446677014003875,-3.9446677014003875,-3.9446677014003875,-3.9446677014003875,-3.9446677014003875,-3.9446677014003875,-3.9446677014003875,-3.9446677014003875,-3.9446677014003875,-3.9446677014003875,-3.9446677014003875,-3.9446677014003875,-3.9446677014003875,-3.9446677014003875,-3.9446677014003875,-3.9446677014003875,-3.9446677014003875,-3.9446677014003875,-3.9446677014003875,-3.9446677014003875,-3.9446677014003875
-1.1755642883712163,-0.8952517889258794,-1.2336112894761115,-1.018912495469748,-0.3870370708105004,-0.7093034001989199,-1.7319438668708742,-2.642027474908822,-3.166790364063711,-3.2274882044173228,-3.2274882044173228,-3.2274882044173228,-3.2274882044173228,-3.2274882044173228,-3.2274882044173228,-3.2274882044173228,-3.2274882044173228,-3.2274882044173228,-3.2274882044173228,-3.2274882044173228,-3.2274882044173228,-3.2274882044173228,-3.2274882044173228,-3.2274882044173228,-3.2274882044173228,-3.2274882044173228,-3.2274882044173228,-3.2274882044173228,-3.2274882044173228,-3.2274882044173228,-3.2274882044173228,-3.2274882044173228,-3.2274882044173228,-3.2274882044173228,-3.2274882044173228,-3.2274882044173228,-3.2274882044173228,-3.2274882044173228,-3.2274882044173228,-3.2274882044173228,-3.2274882044173228,-3.2274882044173228,-3.2274882044173228,-3.2274882044173228,-3.2274882044173228,-3.2274882044173228,-3.2274882044173228,-3.2274882044173228,-3.2274882044173228,-3.2274882044173228,-3.2274882044173228
-1.2723118120759545,-1.0490688574679927,-1.3337084369438046,-1.2413257342912276,-0.538988085126968,-0.6170868804189868,-1.207564999197134,-1.9077397046715234,-2.3671321924307542,-2.464042205438811,-2.464042205438811,-2.464042205438811,-2.464042205438811,-2.464042205438811,-2.464042205438811,-2.464042205438811,-2.464042205438811,-2.464042205438811,-2.464042205438811,-2.464042205438811,-2.464042205438811,-2.464042205438811,-2.464042205438811,-2.464042205438811,-2.464042205438811,-2.464042205438811,-2.464042205438811,-2.464042205438811,-2.464042205438811,-2.464042205438811,-2.464042205438811,-2.464042205438811,-2.464042205438811,-2.464042205438811,-2.464042205438811,-2.464042205438811,-2.464042205438811,-2.464042205438811,-2.464042205438811,-2.464042205438811,-2.464042205438811,-2.464042205438811,-2.464042205438811,-2.464042205438811,-2.464042205438811,-2.464042205438811,-2.464042205438811,-2.464042205438811,-2.464042205438811,-2.464042205438811,-2.464042205438811
-1.6310376965367404,-1.153916441817078,-1.3006239231875496,-1.3522840955839115,-0.8128118029227849,-0.7972533218802614,-1.243647870198011,-1.4435169757002773,-1.9320676922007216,-1.987585020050553,-2.028977705208778,-2.028977705208778,-2.028977705208778,-2.028977705208778,-2.028977705208778,-2.028977705208778,-2.028977705208778,-2.028977705208778,-2.028977705208778,-2.028977705208778,-2.028977705208778,-2.028977705208778,-2.028977705208778,-2.028977705208778,-2.028977705208778,-2.028977705208778,-2.028977705208778,-2.028977705208778,-2.028977705208778,-2.028977705208778,-2.028977705208778,-2.028977705208778,-2.028977705208778,-2.028977705208778,-2.028977705208778,-2.028977705208778,-2.028977705208778,-2.028977705208778,-2.028977705208778,-2.028977705208778,-2.028977705208778,-2.028977705208778,-2.028977705208778,-2.028977705208778,-2.028977705208778,-2.028977705208778,-2.028977705208778,-2.028977705208778,-2.028977705208778,-2.028977705208778,-2.028977705208778
-1.4450377936962089,-1.508706873565586,-1.5833404918624903,-1.6413324388401769,-1.372487126547597,-1.2496413794451409,-1.3560967103594277,-1.657126706023409,-1.4652411797844958,-1.787460474518415,-1.787460474518415,-1.787460474518415,-1.787460474518415,-1.787460474518415,-1.787460474518415,-1.787460474518415,-1.787460474518415,-1.787460474518415,-1.787460474518415,-1.787460474518415,-1.787460474518415,-1.787460474518415,-1.787460474518415,-1.787460474518415,-1.787460474518415,-1.787460474518415,-1.787460474518415,-1.787460474518415,-1.787460474518415,-1.787460474518415,-1.787460474518415,-1.787460474518415,-1.787460474518415,-1.787460474518415,-1.787460474518415,-1.787460474518415,-1.787460474518415,-1.787460474518415,-1.787460474518415,-1.787460474518415,-1.787460474518415,-1.787460474518415,-1.787460474518415,-1.787460474518415,-1.787460474518415,-1.787460474518415,-1.787460474518415,-1.787460474518415,-1.787460474518415,-1.787460474518415,-1.787460474518415
-1.713210443450629,-1.3452336581560347,-1.6374897295125106,-1.713210443450629,-1.6737019021669555,-1.6374897295125106,-1.713210443450629,-1.734399742520567,-1.734399742520567,-1.433369746856586,-1.734399742520567,-1.734399742520567,-1.734399742520567,-1.734399742520567,-1.734399742520567,-1.734399742520567,-1.734399742520567,-1.734399742520567,-1.734399742520567,-1.734399742520567,-1.734399742520567,-1.734399742520567,-1.734399742520567,-1.734399742520567,-1.734399742520567,-1.734399742520567,-1.734399742520567,-1.734399742520567,-1.734399742520567,-1.734399742520567,-1.734399742520567,-1.734399742520567,-1.734399742520567,-1.734399742520567,-1.734399742520567,-1.734399742520567,-1.734399742520567,-1.734399742520567,-1.734399742520567,-1.734399742520567,-1.734399742520567,-1.734399742520567,-1.734399742520567,-1.734399742520567,-1.734399742520567,-1.734399742520567,-1.734399742520567,-1.734399742520567,-1.734399742520567,-1.734399742520567,-1.734399742520567
